,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
813,DD2017081814551613D7DFFCDFC3F,E43A6E078A04134,3.0,3.0,芬达330ml,2017/1/10 7:43,B,已出货未退款,已提现
827,DD2017081815091529F09CF0BB1DA,E43A6E078A04134,5.0,5.0,阿萨姆奶茶,2017/1/10 8:15,B,已出货未退款,已提现
830,DD201708167493883359333295523,E43A6E078A04134,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/1/10 8:35,B,已出货未退款,已提现
839,DD20170818151335484C01B50EA05,E43A6E078A04134,5.0,5.0,阿萨姆奶茶,2017/1/10 9:15,B,已出货未退款,已提现
840,DD201708167493533581201393349,E43A6E078A04134,3.5,3.5,可乐可乐,2017/1/10 9:15,B,已出货未退款,已提现
847,DD2017081815322715A8F3A0EC3C7,E43A6E078A04134,5.0,5.0,营养快线,2017/1/10 9:45,B,已出货未退款,已提现
849,DD201708167493731398824046614,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/1/10 9:49,B,已出货未退款,已提现
850,DD201708181536271803A9AB9E980,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/1/10 9:49,B,已出货未退款,已提现
860,DD20170818153906291810C36F2D0,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/1/10 10:26,B,已出货未退款,已提现
862,DD2017081815393852FB060ADE008,E43A6E078A04134,3.5,3.5,统一绿茶,2017/1/10 10:45,B,已出货未退款,已提现
870,DD201708167493533775797821637,E43A6E078A04134,7.0,7.0,160g盼盼手撕面包,2017/1/10 11:39,B,已出货未退款,已提现
871,DD2017081815560412D3FE2FD2F88,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/1/10 11:39,B,已出货未退款,已提现
873,DD201708167493533885812724413,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/10 11:47,B,已出货未退款,已提现
874,DD201708181557385239850B3E4FE,E43A6E078A04134,4.0,4.0,王老吉（罐）,2017/1/10 11:47,B,已出货未退款,已提现
878,DD20170818160209108302F842FE9,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/1/10 11:51,B,已出货未退款,已提现
880,DD201708167493533945719237577,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/1/10 11:52,B,已出货未退款,已提现
881,DD201708181602533045023E5A4B5,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/1/10 11:52,B,已出货未退款,已提现
884,DD2017081816055784ED8289F44FC,E43A6E078A04134,3.5,3.5,可口可乐330ml,2017/1/10 12:02,B,已出货未退款,已提现
887,DD201708181606311754F71663058,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/1/10 12:04,B,已出货未退款,已提现
890,DD2017060313220911902D4C94354,E43A6E078A04134,15.0,15.0,口味王槟榔（红）,2017/1/10 12:09,B,已出货未退款,已提现
894,DD201708167493887378012137721,E43A6E078A04134,7.0,7.0,80g马赛克香蕉片,2017/1/10 12:11,B,已出货未退款,已提现
895,DD20170603134014541EFD3F5E424,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/10 12:12,B,已出货未退款,已提现
904,DD201706031345536320066D19802,E43A6E078A04134,2.0,2.0,凤爪,2017/1/10 12:21,B,已出货未退款,已提现
914,DD201706031427185821AB732C159,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/10 13:10,B,已出货未退款,已提现
921,DD201708167493888260111017299,E43A6E078A04134,7.0,7.0,80g马赛克香蕉片,2017/1/10 13:35,B,已出货未退款,已提现
924,DD20170816749388844805776739,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017/1/10 13:49,B,已出货未退款,已提现
926,DD2017081674938889902514229,E43A6E078A04134,3.6,3.6,32g卫龙亲嘴烧,2017/1/10 13:57,B,已出货未退款,已提现
938,DD201706031516505190C46F74F47,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/1/10 14:55,B,已出货未退款,已提现
941,DD201706031523122555DFA46DFEF,E43A6E078A04134,3.0,3.0,茉莉蜜茶,2017/1/10 15:06,B,已出货未退款,已提现
955,DD201708167493890782967169013,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/1/10 15:26,B,已出货未退款,已提现
957,DD2017060316204754E3E39E1B1F5,E43A6E078A04134,3.0,3.0,统一绿茶,2017/1/10 15:34,B,已出货未退款,已提现
959,DD201708167493683912575980065,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/1/10 15:41,B,已出货未退款,已提现
965,DD201706031623431206F17748E44,E43A6E078A04134,3.5,3.5,雪碧最新款,2017/1/10 16:01,B,已出货未退款,已提现
968,DD201708167493891513500780874,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/1/10 16:13,B,已出货未退款,已提现
972,DD201708167493891985589101357,E43A6E078A04134,6.5,6.5,430g泰奇八宝粥,2017/1/10 16:23,B,已出货未退款,已提现
978,DD201708167493892755767542605,E43A6E078A04134,10.0,10.0,225g味之不规则饼干芝士味,2017/1/10 16:31,B,已出货未退款,已提现
990,DD201706031638295434631C841C0,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/1/10 17:31,B,已出货未退款,已提现
995,DD2017060316512823F79BD95E885,E43A6E078A04134,1.0,1.0,咪咪,2017/1/10 17:33,B,已出货未退款,已提现
999,DD2017060317091263808137D078D,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/10 17:34,B,已出货未退款,已提现
1001,DD20170816749373059564919306,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/1/10 17:35,B,已出货未退款,已提现
1002,DD2017060317164942F1D2C677DFC,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/10 17:35,B,已出货未退款,已提现
1025,DD20170816749389552539479835,E43A6E078A04134,7.5,7.5,雀巢咖啡,2017/1/10 17:51,B,已出货未退款,已提现
1047,DD2017060318592439EEC1E5556F5,E43A6E078A04134,3.0,3.0,维他柠檬茶,2017/1/10 19:12,B,已出货未退款,已提现
1077,DD2017060321045421F044863C032,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/1/10 20:19,B,已出货未退款,已提现
1084,DD2017060321142280D8FD74F5EA1,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/10 20:32,B,已出货未退款,已提现
1097,DD20170527094422465B9B66CBEBE,E43A6E078A04134,4.0,4.0,营养快线,2017/1/10 21:29,B,已出货未退款,已提现
1100,DD201708167493902092727103443,E43A6E078A04134,5.5,5.5,330ml伊利畅意乳酸菌原味,2017/1/10 21:32,B,已出货未退款,已提现
1101,DD201708167493902131091689973,E43A6E078A04134,1.8,1.8,600ml雪碧,2017/1/10 21:33,B,已出货未退款,已提现
1106,DD201708167493903208551944304,E43A6E078A04134,4.5,4.5,50g上好佳田园薯片番茄味,2017/1/10 21:56,B,已出货未退款,已提现
1115,DD20170604014943166D55E22F0C9,E43A6E078A04134,6.0,6.0,红牛,2017/1/10 22:17,B,已出货未退款,已提现
1118,DD2017060402202424752F38E6048,E43A6E078A04134,4.0,4.0,营养快线,2017/1/10 22:18,B,已出货未退款,已提现
1120,DD20170816749390455554895197,E43A6E078A04134,3.0,3.0,85g新麦潮手撕面包（提子味）,2017/1/10 22:22,B,已出货未退款,已提现
1123,DD201708167493904729587456222,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/1/10 22:24,B,已出货未退款,已提现
1127,DD201708167493905030781708498,E43A6E078A04134,3.0,3.0,12g劲仔小鱼麻辣味,2017/1/10 22:33,B,已出货未退款,已提现
1136,DD201708167493906120188418693,E43A6E078A04134,4.0,4.0,450ml美汁源果粒橙,2017/1/10 23:12,B,已出货未退款,已提现
1151,DD201708167493907973661314906,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/1/11 0:08,B,已出货未退款,已提现
1160,DD201708167493908760357166963,E43A6E078A04134,5.5,5.5,430g泰奇八宝粥,2017/1/11 0:45,B,已出货未退款,已提现
1162,DD201708167493909080446189231,E43A6E078A04134,2.5,2.5,30g元朗小蛋卷,2017/1/11 0:53,B,已出货未退款,已提现
1169,DD2017060408022517C9323702C40,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/11 2:35,B,已出货未退款,已提现
1172,DD2017060408175111C3180906916,E43A6E078A04134,4.0,4.0,营养快线,2017/1/11 2:38,B,已出货未退款,已提现
1174,DD20170816749391010476830328,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/1/11 2:39,B,已出货未退款,已提现
1189,DD20170816749372918426701042,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/1/11 4:32,B,已出货未退款,已提现
1190,DD20170604083335288F3287DB5E7,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/11 4:32,B,已出货未退款,已提现
1197,DD201708167493911257478235127,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/11 4:45,B,已出货未退款,已提现
1204,DD2017060410350313C4A97765C88,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/1/11 6:55,B,已出货未退款,已提现
1214,DD20170831020713107EC3A44BA29,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/11 15:30,B,已出货未退款,已提现
1215,DD201708310409377525D4AA54C83,E43A6E078A04134,4.0,4.0,脉动,2017/1/11 15:59,B,已出货未退款,已提现
1217,DD20170831100701890E935DB0560,E43A6E078A04134,4.0,4.0,营养快线,2017/1/11 17:35,B,已出货未退款,已提现
1232,DD201708167493683651139464892,E43A6E078A04134,8.0,8.0,20g咪咪虾条马来西亚风味,2017/1/15 16:27,B,已出货未退款,已提现
1241,DD2017081674930177418900926285,E43A6E078A04134,1.6,1.6,20g咪咪虾条马来西亚风味,2017/1/16 16:09,B,已出货未退款,已提现
1244,DD2017081674939553600504025,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/16 16:30,B,已出货未退款,已提现
1248,DD2017081674930181744916451231,E43A6E078A04134,5.0,5.0,150g洽洽原香瓜子,2017/1/16 17:31,B,已出货未退款,已提现
1251,DD2017081674930184984562897152,E43A6E078A04134,4.0,4.0,500ml统一阿萨姆奶茶,2017/1/16 17:35,B,已出货未退款,已提现
1269,DD2017081674930190896449560394,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/16 18:56,B,已出货未退款,已提现
1272,DD2017081674930192665090096735,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/1/16 20:59,B,已出货未退款,已提现
1276,DD2017081674930193612263677899,E43A6E078A04134,1.5,1.5,劲仔小鱼（卤香味）,2017/1/16 22:39,B,已出货未退款,已提现
1278,DD2017081674930197998486641958,E43A6E078A04134,5.0,5.0,205g伊利安慕希原味,2017/1/17 0:52,B,已出货未退款,已提现
1283,DD2017081674930207848067657528,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/1/17 10:40,B,已出货未退款,已提现
1284,DD20170718194415283089C5691BD,E43A6E078A04134,25.0,25.0,芙蓉王,2017/1/17 10:44,B,已出货未退款,已提现
1287,DD2017052616542012BF0EE559864,E43A6E078A04134,4.0,4.0,脉动,2017/1/19 21:37,B,已出货未退款,已提现
1291,DD201708167493668697892029514,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/1/20 17:28,B,已出货未退款,已提现
1307,DD201708167493132479670086641,E43A6E078A04134,1.5,1.5,12g劲仔小鱼麻辣味,2017/1/22 12:31,B,已出货未退款,已提现
1312,DD2017071907584881534B6EB05F4,E43A6E078A04134,1.5,1.5,鸭翅,2017/1/22 18:15,B,已出货未退款,已提现
1316,DD2017071908322970FD1BA5F1C99,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/1/22 19:57,B,已出货未退款,已提现
1320,DD20170816749303675578748546,E43A6E078A04134,2.0,2.0,85g新麦潮手撕面包（提子味）,2017/1/23 0:06,B,已出货未退款,已提现
1322,DD201708167493509577869959264,E43A6E078A04134,9.0,9.0,250ml燕塘红枣牛奶,2017/1/23 16:20,B,已出货未退款,已提现
1323,DD20170810191022920207DE57B16,E43A6E078A04134,4.0,4.0,熊字饼,2017/1/23 16:20,B,已出货未退款,已提现
1325,DD20170831110312673349F6191FC,E43A6E078A04134,4.0,4.0,脉动,2017/1/23 17:39,B,已出货未退款,已提现
1343,DD201708167493667306330379269,E43A6E078A04134,3.0,3.0,250ml维他奶巧克力味,2017/1/26 21:12,B,已出货未退款,已提现
1345,DD201708167493667192161019886,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/1/26 22:22,B,已出货未退款,已提现
1350,DD201708167493509191013172004,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/1/27 16:14,B,已出货未退款,已提现
1351,DD2017052615494913A00221E9C88,E43A6E078A04134,1.5,1.5,香豆干,2017/1/27 16:14,B,已出货未退款,已提现
1356,DD201708167493509800297304492,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/1/27 16:22,B,已出货未退款,已提现
1357,DD201708167493509839545618887,E43A6E078A04134,1.5,1.5,45g双汇泡面拍挡,2017/1/27 16:22,B,已出货未退款,已提现
1358,DD2017052616441275BB4CA936315,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/27 16:22,B,已出货未退款,已提现
1362,DD201708167493509077558311151,E43A6E078A04134,5.0,5.0,370g泰奇八宝粥,2017/1/27 16:27,B,已出货未退款,已提现
1363,DD2017081017472978F7029D52E95,E43A6E078A04134,1.0,1.0,香豆干,2017/1/27 16:27,B,已出货未退款,已提现
1385,DD201708167493990074763144611,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/29 11:14,B,已出货未退款,已提现
1391,DD201705261537317409A40906482,E43A6E078A04134,2.0,2.0,鸭翅,2017/1/29 13:41,B,已出货未退款,已提现
1397,DD201708167493991361528694908,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/1/29 15:38,B,已出货未退款,已提现
1407,DD201708167493666263621216616,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017/1/29 19:04,B,已出货未退款,已提现
1421,DD201708167493180407415147721,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/1/29 23:09,B,已出货未退款,已提现
1430,DD201708167493181573805826244,E43A6E078A04134,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/1/30 0:05,B,已出货未退款,已提现
1442,DD201708167493182217852824911,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/1/30 7:51,B,已出货未退款,已提现
1443,DD201708167493182312726948367,E43A6E078A04134,5.5,5.5,70g乐事薯片（原味）,2017/1/30 7:54,B,已出货未退款,已提现
1452,DD201708167493183544146337811,E43A6E078A04134,10.0,10.0,225g味之不规则饼干芝士味,2017/1/30 9:43,B,已出货未退款,已提现
1462,DD201707212328596248E47811F60,E43A6E078A04134,6.0,6.0,红牛,2017/1/30 12:17,B,已出货未退款,已提现
1470,DD2017081017404314E607AA8AA8D,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/1/30 12:24,B,已出货未退款,已提现
1474,DD201708167493185309164696792,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/1/30 13:03,B,已出货未退款,已提现
1477,DD201708167493185414737201614,E43A6E078A04134,6.0,6.0,160g盼盼手撕面包,2017/1/30 13:38,B,已出货未退款,已提现
1479,DD201708167493665923413592419,E43A6E078A04134,6.0,6.0,160g盼盼手撕面包,2017/1/30 13:56,B,已出货未退款,已提现
1483,DD201708167493665870972584919,E43A6E078A04134,2.0,2.0,5片装益达绿箭口香糖,2017/1/30 14:16,B,已出货未退款,已提现
1484,DD201708167493509066424314363,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/1/30 14:23,B,已出货未退款,已提现
1485,DD201705261536186237A573C4231,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/30 14:23,B,已出货未退款,已提现
1487,DD201708167493798833220705348,E43A6E078A04134,3.0,3.0,450ml美汁源果粒橙,2017/1/30 14:33,B,已出货未退款,已提现
1488,DD2017072200333551C49EC4C2CC8,E43A6E078A04134,1.5,1.5,鸭翅,2017/1/30 14:33,B,已出货未退款,已提现
1489,DD201708167493509036988255327,E43A6E078A04134,2.0,2.0,30g无穷农场盐_鸡蛋,2017/1/30 14:39,B,已出货未退款,已提现
1490,DD20170810173717337E55ACFCD0D,E43A6E078A04134,1.0,1.0,香豆干,2017/1/30 14:39,B,已出货未退款,已提现
1492,DD201708167493667324289715425,E43A6E078A04134,9.0,9.0,40g乐事薯片黄瓜味,2017/1/30 14:47,B,已出货未退款,已提现
1494,DD201708167493665388379587764,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/1/30 14:55,B,已出货未退款,已提现
1500,DD20170810173636836878E593205,E43A6E078A04134,1.0,1.0,香豆干,2017/1/30 16:08,B,已出货未退款,已提现
1502,DD2017052615361820BD32A4FF1EC,E43A6E078A04134,3.5,3.5,雪碧（500ml）,2017/1/30 16:09,B,已出货未退款,已提现
1510,DD2017052615354898D7A8D214ADF,E43A6E078A04134,4.0,4.0,东鹏特饮,2017/1/30 16:33,B,已出货未退款,已提现
1513,DD201708167493664983867299703,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/30 16:39,B,已出货未退款,已提现
1516,DD201708167493186549692453504,E43A6E078A04134,30.0,30.0,13g无穷烤鸡小腿蜂蜜味,2017/1/30 17:38,B,已出货未退款,已提现
1541,DD20170526152000430E61C77F60A,E43A6E078A04134,6.0,6.0,红牛,2017/1/30 20:50,B,已出货未退款,已提现
1551,DD20170816749375928524517244,E43A6E078A04134,3.0,3.0,450ml美汁源果粒橙,2017/1/30 21:07,B,已出货未退款,已提现
1552,DD20170526151616727A04EB1A041,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/30 21:07,B,已出货未退款,已提现
1562,DD201708167493759480770724,E43A6E078A04134,3.0,3.0,45g双汇泡面拍挡,2017/1/30 21:50,B,已出货未退款,已提现
1563,DD20170810174405143C668418C1E,E43A6E078A04134,1.0,1.0,香豆干,2017/1/30 21:50,B,已出货未退款,已提现
1567,DD201708167493189532490561246,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/30 22:40,B,已出货未退款,已提现
1569,DD201708167493189717099214307,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/30 23:02,B,已出货未退款,已提现
1570,DD201708167493189977673402247,E43A6E078A04134,5.5,5.5,500ML宝矿力,2017/1/30 23:25,B,已出货未退款,已提现
1572,DD201708167493669598359296652,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017/1/30 23:34,B,已出货未退款,已提现
1577,DD20170601231230112C863838D43,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/31 14:14,B,已出货未退款,已提现
1585,DD2017060121513619659977FEE96,E43A6E078A04134,6.0,6.0,红牛,2017/1/31 14:42,B,已出货未退款,已提现
1586,DD2017060121472428F9E97421DCA,E43A6E078A04134,6.0,6.0,红牛,2017/1/31 14:49,B,已出货未退款,已提现
1594,DD2017060120330849694B0ADA93B,E43A6E078A04134,6.0,6.0,红牛,2017/1/31 15:02,B,已出货未退款,已提现
1595,DD2017083023001985AE4F2C60A03,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/31 15:03,B,已出货未退款,已提现
1601,DD20170831003554119356182AE04,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/1/31 15:29,B,已出货未退款,已提现
1602,DD2017083102064480D627A9F6205,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/31 15:30,B,已出货未退款,已提现
1608,DD2017083104084959B5E4A608FA6,E43A6E078A04134,4.0,4.0,脉动,2017/1/31 15:59,B,已出货未退款,已提现
1609,DD2017060120142184C6AAD74E014,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/1/31 16:07,B,已出货未退款,已提现
1610,DD2017060120142881DC59454CBD5,E43A6E078A04134,4.5,4.5,好吃点,2017/1/31 16:09,B,已出货未退款,已提现
1611,DD2017060120150051C5BFA0BEC58,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/1/31 16:12,B,已出货未退款,已提现
1612,DD20170601201752397009D2D39CE,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/1/31 16:13,B,已出货未退款,已提现
1616,DD2017060119413383B1B3D67C6D0,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/31 16:33,B,已出货未退款,已提现
1622,DD20170831092641531CD0E34CECF,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/1/31 17:21,B,已出货未退款,已提现
1624,DD2017083110022929D02DD029E63,E43A6E078A04134,3.0,3.0,熊字饼,2017/1/31 17:35,B,已出货未退款,已提现
1625,DD2017083110273767F5B7BB97D52,E43A6E078A04134,4.0,4.0,脉动,2017/1/31 17:39,B,已出货未退款,已提现
1632,DD2017060119224470169034DE5F5,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/1/31 18:24,B,已出货未退款,已提现
1637,DD20170602073309137E277153D65,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/1/31 18:40,B,已出货未退款,已提现
1640,DD20170602074620105FC4A1F007B,E43A6E078A04134,4.0,4.0,脉动,2017/1/31 19:39,B,已出货未退款,已提现
1647,DD2017083115291813A37EA3D6D2D,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/1/31 20:05,B,已出货未退款,已提现
1651,DD2017083115495630FE8DD0D97B5,E43A6E078A04134,1.0,1.0,香豆干,2017/1/31 20:21,B,已出货未退款,已提现
1652,DD201706021049216315B9BDD6DA2,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/1/31 20:22,B,已出货未退款,已提现
1657,DD2017060212284454355375BDB38,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/31 21:10,B,已出货未退款,已提现
1667,DD20170831200436299722AC69DBC,E43A6E078A04134,3.0,3.0,可口可乐330ml,2017/1/31 21:43,B,已出货未退款,已提现
1670,DD201706021526132626C619F4055,E43A6E078A04134,1.5,1.5,鸭翅,2017/1/31 21:52,B,已出货未退款,已提现
1671,DD2017060215424125F0999139777,E43A6E078A04134,1.5,1.5,香脆肠,2017/1/31 21:55,B,已出货未退款,已提现
