,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
1016,DD2017060317490617DC34CB8D1ED,E43A6E078A04172,1.5,1.5,香脆肠,2017/1/10 17:44,A,已出货未退款,已提现
1032,DD201708167493896014155042429,E43A6E078A04172,6.0,6.0,107g出前一丁桶面酱香牛肉王,2017/1/10 18:14,A,已出货未退款,已提现
1038,DD201708167493896359096507431,E43A6E078A04172,6.5,6.5,100g果王咸柑桔罐装,2017/1/10 18:28,A,已出货未退款,已提现
1040,DD201708167493896893757573686,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/1/10 18:49,A,已出货未退款,已提现
1049,DD20170603191223531131CA903E1,E43A6E078A04172,4.5,4.5,营养快线,2017/1/10 19:13,A,已出货未退款,已提现
1052,DD2017060319272563638144C3BBB,E43A6E078A04172,6.0,6.0,红牛,2017/1/10 19:16,A,已出货未退款,已提现
1058,DD201708167493898105428204886,E43A6E078A04172,6.0,6.0,70g乖媳妇野山泡椒凤爪,2017/1/10 19:39,A,已出货未退款,已提现
1061,DD2017060319574175E2ABFC7E9A2,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/1/10 19:47,A,已出货未退款,已提现
1072,DD201708167493899839978814244,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/1/10 20:10,A,已出货未退款,已提现
1073,DD201708167493899889640354036,E43A6E078A04172,6.0,6.0,多芙利香草奶油味蛋糕,2017/1/10 20:15,A,已出货未退款,已提现
1074,DD2017060320385948A2944E243CC,E43A6E078A04172,3.0,3.0,雪碧最新款,2017/1/10 20:16,A,已出货未退款,已提现
1081,DD201708167493900204204939245,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/1/10 20:25,A,已出货未退款,已提现
1088,DD201708167493900840281062148,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/1/10 20:52,A,已出货未退款,已提现
1089,DD201708167493901345995793374,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/1/10 20:53,A,已出货未退款,已提现
1093,DD201708167493901521222984966,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/1/10 21:12,A,已出货未退款,已提现
1107,DD201708167493903383944785823,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/1/10 21:58,A,已出货未退款,已提现
1109,DD201708167493903720895517464,E43A6E078A04172,3.6,3.6,32g卫龙亲嘴烧,2017/1/10 22:11,A,已出货未退款,已提现
1113,DD201708167493903876053107285,E43A6E078A04172,4.5,4.5,600ml脉动青柠,2017/1/10 22:16,A,已出货未退款,已提现
1114,DD201706032326186667930596C0C,E43A6E078A04172,6.0,6.0,红牛,2017/1/10 22:17,A,已出货未退款,已提现
1124,DD2017060407541653E4CFEB3C0D1,E43A6E078A04172,4.0,4.0,营养快线,2017/1/10 22:25,A,已出货未退款,已提现
1126,DD201708167493904916842719389,E43A6E078A04172,4.8,4.8,150抽诗竹竹纤维面巾纸,2017/1/10 22:28,A,已出货未退款,已提现
1128,DD201708167493905118320498346,E43A6E078A04172,4.5,4.5,52g旺旺仙贝,2017/1/10 22:39,A,已出货未退款,已提现
1129,DD201706040800274205F9517C695,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/1/10 22:42,A,已出货未退款,已提现
1135,DD201708167493905775601073516,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 23:04,A,已出货未退款,已提现
1143,DD201708167493907259419803965,E43A6E078A04172,4.5,4.5,40g上好佳日式鱼果,2017/1/10 23:35,A,已出货未退款,已提现
1146,DD20170604080128668BFB8C7F68D,E43A6E078A04172,3.5,3.5,维他奶,2017/1/10 23:48,A,已出货未退款,已提现
1150,DD201708167493907787921232087,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/1/11 0:06,A,已出货未退款,已提现
1152,DD201708167493908033039607923,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/11 0:14,A,已出货未退款,已提现
1153,DD201708167493908097064214929,E43A6E078A04172,8.0,8.0,80g四洲粟一烧烧烤味,2017/1/11 0:19,A,已出货未退款,已提现
1171,DD201708167493909951521670875,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/1/11 2:36,A,已出货未退款,已提现
1175,DD20170604081837329E5357FD50A,E43A6E078A04172,6.0,6.0,红牛,2017/1/11 2:40,A,已出货未退款,已提现
1178,DD201708167493910151682821081,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/1/11 2:41,A,已出货未退款,已提现
1180,DD201708167493910441049458346,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/1/11 4:12,A,已出货未退款,已提现
1183,DD201708167493910808753137964,E43A6E078A04172,4.0,4.0,40g乐事薯片黄瓜味,2017/1/11 4:27,A,已出货未退款,已提现
1187,DD201708167493911015204667572,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/1/11 4:30,A,已出货未退款,已提现
1188,DD2017081819465129BE3F9FAA95B,E43A6E078A04172,2.5,2.5,可口可乐330ml,2017/1/11 4:32,A,已出货未退款,已提现
1191,DD201708167493536544001296991,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/1/11 4:33,A,已出货未退款,已提现
1192,DD2017060409063815991722F818D,E43A6E078A04172,4.0,4.0,脉动,2017/1/11 4:33,A,已出货未退款,已提现
1195,DD201708167493911088010676542,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/11 4:34,A,已出货未退款,已提现
1198,DD20170604094228498AB0943102D,E43A6E078A04172,3.0,3.0,熊字饼,2017/1/11 4:56,A,已出货未退款,已提现
1200,DD2017060409495277F1CD0166CBE,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/1/11 4:57,A,已出货未退款,已提现
1206,DD201708167493911871049166353,E43A6E078A04172,1.5,1.5,45g双汇泡面拍挡,2017/1/11 7:15,A,已出货未退款,已提现
1208,DD201708167493912107449591119,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/11 7:23,A,已出货未退款,已提现
1216,DD2017083107520744E00BB9B860A,E43A6E078A04172,1.0,1.0,香豆干,2017/1/11 16:51,A,已出货未退款,已提现
1218,DD201708167493683903416169584,E43A6E078A04172,6.5,6.5,70g乐事薯片黄瓜味,2017/1/11 18:13,A,已出货未退款,已提现
1228,DD201708167493682359838317267,E43A6E078A04172,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/1/15 15:08,A,已出货未退款,已提现
1230,DD20170816749310536904323805,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/1/15 15:23,A,已出货未退款,已提现
1243,DD201708167493955444010825551,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/1/16 16:30,A,已出货未退款,已提现
1246,DD2017081674930179149414198085,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/1/16 16:54,A,已出货未退款,已提现
1253,DD2017081674930187372934512132,E43A6E078A04172,2.5,2.5,30g元朗小蛋卷,2017/1/16 17:40,A,已出货未退款,已提现
1258,DD201708167493955733162052378,E43A6E078A04172,4.0,4.0,脉动,2017/1/16 17:47,A,已出货未退款,已提现
1264,DD2017081674930188434479564199,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/1/16 17:51,A,已出货未退款,已提现
1270,DD2017081674930192166626462788,E43A6E078A04172,5.5,5.5,103g康师傅红烧牛肉面,2017/1/16 18:57,A,已出货未退款,已提现
1273,DD2017081674930193283231365244,E43A6E078A04172,21.0,21.0,优益C活菌型乳酸菌饮品,2017/1/16 22:35,A,已出货未退款,已提现
1286,DD201708167493683546508357707,E43A6E078A04172,2.0,2.0,10g越南LIPO奶味面包干0015,2017/1/17 13:09,A,已出货未退款,已提现
1292,DD2017081017483526AF0EAB30E56,E43A6E078A04172,1.5,1.5,鸭翅,2017/1/20 18:02,A,已出货未退款,已提现
1296,DD2017081674930330714058492841,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/21 15:43,A,已出货未退款,已提现
1299,DD201708167493668682711830348,E43A6E078A04172,4.5,4.5,50g双层百力滋特浓番茄味,2017/1/21 18:05,A,已出货未退款,已提现
1305,DD2017081674930345608297549093,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/1/22 8:03,A,已出货未退款,已提现
1306,DD2017081674930346973472953149,E43A6E078A04172,4.0,4.0,450ml美汁源果粒橙,2017/1/22 8:05,A,已出货未退款,已提现
1321,DD20170526155856399B3EA2EE446,E43A6E078A04172,3.0,3.0,维他奶,2017/1/23 16:20,A,已出货未退款,已提现
1327,DD201708167493509503537191669,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/1/25 11:03,A,已出货未退款,已提现
1328,DD20170810183528742F4EE69CFA6,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/1/25 11:03,A,已出货未退款,已提现
1337,DD201708167493669951016021312,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/1/26 12:50,A,已出货未退款,已提现
1338,DD201708167493668488234618114,E43A6E078A04172,3.0,3.0,12g劲仔小鱼麻辣味,2017/1/26 13:01,A,已出货未退款,已提现
1341,DD201705261552318075C71AF3A16,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/1/26 16:35,A,已出货未退款,已提现
1346,DD2017081674936671435653118,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/1/26 22:43,A,已出货未退款,已提现
1347,DD201708167493667101367618399,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/1/27 1:31,A,已出货未退款,已提现
1348,DD201708167493667049540173275,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/1/27 16:10,A,已出货未退款,已提现
1349,DD20170810182445120B32442DB1B,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/1/27 16:14,A,已出货未退款,已提现
1354,DD2017081674930498229174085324,E43A6E078A04172,4.0,4.0,55g奥利奥原味芝士饼干,2017/1/27 16:19,A,已出货未退款,已提现
1355,DD201705261553273770AB58CD16F,E43A6E078A04172,3.0,3.0,可口可乐（500ml）,2017/1/27 16:22,A,已出货未退款,已提现
1374,DD201708167493666767154993058,E43A6E078A04172,4.5,4.5,55g奥利奥原味夹心饼干,2017/1/28 21:21,A,已出货未退款,已提现
1375,DD201708167493172530737488216,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/1/28 23:11,A,已出货未退款,已提现
1379,DD201708167493173270302595697,E43A6E078A04172,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/1/29 0:17,A,已出货未退款,已提现
1384,DD201708167493175353879618402,E43A6E078A04172,3.0,3.0,40g双汇玉米热狗肠,2017/1/29 11:13,A,已出货未退款,已提现
1393,DD201708167493666483416461362,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/1/29 13:43,A,已出货未退款,已提现
1399,DD201708167493176983079104183,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/29 15:51,A,已出货未退款,已提现
1402,DD20170816749317833663552184,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/29 18:12,A,已出货未退款,已提现
1403,DD201708167493178468668112696,E43A6E078A04172,5.0,5.0,110g顺宝九制话梅,2017/1/29 18:17,A,已出货未退款,已提现
1415,DD201708167493179334862082066,E43A6E078A04172,4.0,4.0,日式鱼果,2017/1/29 20:33,A,已出货未退款,已提现
1420,DD201708167493666248075379921,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/1/29 22:54,A,已出货未退款,已提现
1423,DD201708167493180602692630865,E43A6E078A04172,6.0,6.0,120g达利园蔓越莓提子面包,2017/1/29 23:17,A,已出货未退款,已提现
1424,DD201708167493180640454323917,E43A6E078A04172,13.0,13.0,56g益达无糖口香糖,2017/1/29 23:19,A,已出货未退款,已提现
1431,DD201708167493181655531118281,E43A6E078A04172,3.0,3.0,40g双汇玉米热狗肠,2017/1/30 0:06,A,已出货未退款,已提现
1434,DD2017072121290185611CA5E8C19,E43A6E078A04172,4.0,4.0,脉动,2017/1/30 0:17,A,已出货未退款,已提现
1436,DD20170721213129189EBDADD363D,E43A6E078A04172,4.0,4.0,脉动,2017/1/30 2:49,A,已出货未退款,已提现
1440,DD201708167493182057737456738,E43A6E078A04172,6.5,6.5,148g富甲一方紫薯仔,2017/1/30 7:41,A,已出货未退款,已提现
1444,DD201708167493182322337829447,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/1/30 7:55,A,已出货未退款,已提现
1445,DD2017052615525624FDE32C906C1,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/1/30 8:11,A,已出货未退款,已提现
1453,DD201708167493183847254801351,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/1/30 10:07,A,已出货未退款,已提现
1454,DD201708167493184355390049771,E43A6E078A04172,4.8,4.8,诗竹竹纤维面巾纸,2017/1/30 10:44,A,已出货未退款,已提现
1457,DD2017081674939923967154381,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/1/30 12:04,A,已出货未退款,已提现
1459,DD20170721231644133FFC7118E41,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/1/30 12:10,A,已出货未退款,已提现
1466,DD2017081017420417450D428E3A6,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/1/30 12:22,A,已出货未退款,已提现
1469,DD2017052615370815711AD1924CA,E43A6E078A04172,6.0,6.0,安慕希酸奶,2017/1/30 12:24,A,已出货未退款,已提现
1476,DD201708167493185384979517275,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧麦辣鸡汁味,2017/1/30 13:37,A,已出货未退款,已提现
1496,DD201708167493665345504251448,E43A6E078A04172,62.5,62.5,145ml旺仔牛奶盒装,2017/1/30 15:53,A,已出货未退款,已提现
1499,DD201708167493992881871460713,E43A6E078A04172,3.0,3.0,维他柠檬茶,2017/1/30 16:08,A,已出货未退款,已提现
1508,DD201708167493508871921490047,E43A6E078A04172,9.0,9.0,65g卫龙亲嘴豆皮,2017/1/30 16:33,A,已出货未退款,已提现
1509,DD2017081017310625FD3BF0DD02A,E43A6E078A04172,1.0,1.0,小鱼仔,2017/1/30 16:33,A,已出货未退款,已提现
1517,DD201708167493664971469998556,E43A6E078A04172,3.2,3.2,2g韩国海牌海苔,2017/1/30 18:01,A,已出货未退款,已提现
1518,DD201708167493669641703617124,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/1/30 18:03,A,已出货未退款,已提现
1521,DD201708167493186983088415677,E43A6E078A04172,12.5,12.5,100g*5瓶益力多,2017/1/30 18:12,A,已出货未退款,已提现
1522,DD201708167493664867540594678,E43A6E078A04172,6.5,6.5,70g乐事薯片黄瓜味,2017/1/30 18:20,A,已出货未退款,已提现
1525,DD201708167493187312851989851,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/1/30 18:35,A,已出货未退款,已提现
1527,DD201708167493187628590363855,E43A6E078A04172,17.0,17.0,188g澳门永辉鸡仔饼,2017/1/30 18:41,A,已出货未退款,已提现
1530,DD20170816749350882687614103,E43A6E078A04172,3.0,3.0,250ml维他奶低糖原味,2017/1/30 19:27,A,已出货未退款,已提现
1531,DD2017081017304018E4F7FDE5C71,E43A6E078A04172,1.5,1.5,鸭翅,2017/1/30 19:27,A,已出货未退款,已提现
1536,DD201708167493188257729082311,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/1/30 20:03,A,已出货未退款,已提现
1537,DD201708167493993943866428723,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/1/30 20:09,A,已出货未退款,已提现
1543,DD2017081017291550D66AB904701,E43A6E078A04172,1.0,1.0,小鱼仔,2017/1/30 20:52,A,已出货未退款,已提现
1545,DD201708167493508676684981382,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/1/30 20:53,A,已出货未退款,已提现
1546,DD2017081017444672965C9356612,E43A6E078A04172,1.5,1.5,鸭翅,2017/1/30 20:53,A,已出货未退款,已提现
1548,DD20170816749366450475612619,E43A6E078A04172,5.8,5.8,205ml安慕希蓝莓味,2017/1/30 21:03,A,已出货未退款,已提现
1550,DD201708101711279945F6D29CD60,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/1/30 21:07,A,已出货未退款,已提现
1555,DD201708167493508210227171367,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/1/30 21:35,A,已出货未退款,已提现
1556,DD2017052614505528C61BFFE72BA,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/1/30 21:35,A,已出货未退款,已提现
1590,DD20170601174214285315905B31B,E43A6E078A04172,2.0,2.0,雪力矿泉水,2017/1/31 14:54,A,已出货未退款,已提现
1591,DD201706012057175656288B00E5F,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/1/31 14:58,A,已出货未退款,已提现
1599,DD2017060120154450DAC0F08556F,E43A6E078A04172,3.0,3.0,百事可乐500ml,2017/1/31 15:23,A,已出货未退款,已提现
1605,DD201706011958199624F1759EE98,E43A6E078A04172,3.0,3.0,百事可乐500ml,2017/1/31 15:37,A,已出货未退款,已提现
1613,DD2017060119513492758EC794705,E43A6E078A04172,3.0,3.0,百事可乐500ml,2017/1/31 16:17,A,已出货未退款,已提现
1615,DD2017060119423567946503AAD00,E43A6E078A04172,3.5,3.5,阿萨姆奶茶,2017/1/31 16:32,A,已出货未退款,已提现
1618,DD2017083107473650B1850C91B92,E43A6E078A04172,2.0,2.0,怡宝,2017/1/31 16:51,A,已出货未退款,已提现
1619,DD20170601193401356A067E7B442,E43A6E078A04172,15.0,15.0,口味王槟榔（红）,2017/1/31 17:07,A,已出货未退款,已提现
1650,DD2017060210361571DB17BBD586C,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/1/31 20:17,A,已出货未退款,已提现
1658,DD20170602123837240C09C7C82B2,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/1/31 21:23,A,已出货未退款,已提现
1662,DD20170831175609586A7D2112885,E43A6E078A04172,1.0,1.0,香豆干,2017/1/31 21:36,A,已出货未退款,已提现
1663,DD2017083118275333CE83A457C6C,E43A6E078A04172,2.0,2.0,鸭翅,2017/1/31 21:37,A,已出货未退款,已提现
1664,DD2017083118402992BBC206C03E5,E43A6E078A04172,1.0,1.0,香豆干,2017/1/31 21:38,A,已出货未退款,已提现
1668,DD201706021424066802E2438D26D,E43A6E078A04172,2.0,2.0,凤爪,2017/1/31 21:44,A,已出货未退款,已提现
1673,DD2017060215485213041F340E7BF,E43A6E078A04172,4.5,4.5,脉动,2017/1/31 22:02,A,已出货未退款,已提现
1674,DD2017060215494517DF4930232A1,E43A6E078A04172,4.5,4.5,脉动,2017/1/31 22:07,A,已出货未退款,已提现
1675,DD201706021615035875F06267D60,E43A6E078A04172,6.0,6.0,红牛,2017/1/31 22:09,A,已出货未退款,已提现
1679,DD2017060216271370D9F1DD666B4,E43A6E078A04172,2.0,2.0,香豆干,2017/1/31 22:43,A,已出货未退款,已提现
1687,DD2017060217560559B1AA8E124FA,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/1/31 23:23,A,已出货未退款,已提现
1715,DD2017060114264515479D6F22245,E43A6E078A04172,25.0,25.0,芙蓉王,2017/2/1 14:17,A,已出货未退款,已提现
1722,DD20170601133943117619C617326,E43A6E078A04172,3.0,3.0,威化饼干,2017/2/1 14:35,A,已出货未退款,已提现
1741,DD201706011205513515759370CFF,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/2/1 16:41,A,已出货未退款,已提现
1753,DD20170830151534324FFE89809EA,E43A6E078A04172,2.5,2.5,雪碧最新款,2017/2/1 17:35,A,已出货未退款,已提现
1755,DD201705302353017574300248554,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/2/1 17:51,A,已出货未退款,已提现
1758,DD2017083012190319FF45D32D867,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/2/1 19:42,A,已出货未退款,已提现
1783,DD20170530150220889E6D3134CE9,E43A6E078A04172,4.5,4.5,营养快线,2017/2/2 8:32,A,已出货未退款,已提现
1803,DD2017083000510873507D307A4E8,E43A6E078A04172,2.0,2.0,怡宝,2017/2/2 12:14,A,已出货未退款,已提现
1807,DD2017053009430351717AEB1F226,E43A6E078A04172,10.0,10.0,湘潭铺子(羽泉版),2017/2/2 12:21,A,已出货未退款,已提现
1808,DD20170530094218531B5B33E7A4E,E43A6E078A04172,3.5,3.5,统一冰红茶,2017/2/2 12:25,A,已出货未退款,已提现
1812,DD201705300856193131CCA7345B0,E43A6E078A04172,6.0,6.0,雀巢咖啡,2017/2/2 13:20,A,已出货未退款,已提现
1814,DD2017083000240087C79141D5DB8,E43A6E078A04172,2.0,2.0,怡宝,2017/2/2 14:04,A,已出货未退款,已提现
1816,DD2017082923592727C2A4DEDE441,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/2/2 14:25,A,已出货未退款,已提现
1821,DD201708167493563539620670488,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/2/2 14:44,A,已出货未退款,已提现
1822,DD2017082923230341DF0B238B0F7,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/2/2 14:44,A,已出货未退款,已提现
1824,DD2017082922430814A3E56C1D03A,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/2/2 15:11,A,已出货未退款,已提现
1829,DD201705292217061126D529915D2,E43A6E078A04172,3.5,3.5,雪碧最新款,2017/2/2 16:00,A,已出货未退款,已提现
1830,DD201705292144079199EB1AD56E5,E43A6E078A04172,4.5,4.5,脉动,2017/2/2 16:04,A,已出货未退款,已提现
1844,DD2017082917515356DC91FB3B38B,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/2/2 20:49,A,已出货未退款,已提现
